Gene,"Maximum likelihood (kon, koff, ksyn)","Burst frequency from Profile Likelihood (estimate, and lower and upper confidence interval)","Burst size from Profile Likelihood (point estimate, and lower and upper confidence interval)",Mean expression
Sepsecs,[0.04776283 1.72443809 2.49453574],[0.00238814        nan        nan],[5.7429182       nan       nan],0.07
1-Sep,[ 1.70118365  1.72107691 32.27617971],[1.70118365 1.34089719 2.1770757 ],[18.75347898 12.84619185 26.53032541],16.04
11-Sep,[ 1.16380754  3.43302613 16.6235754 ],[1.16380754 0.85081925 1.64568804],[4.84225135 2.7780445  7.88826864],4.21
4-Sep,[5.17066122e-02 4.01534688e+01 7.53708859e+01],[0.05170661 0.02797913 0.10801278],[1.87707036 0.78198351 5.03470742],0.1
7-Sep,[  2.54904499 489.61706797 828.96394477],[2.54904499 2.01527803 3.25852113],[1.69308629 1.31029035 2.17524405],4.29
Sepw1,[ 0.56981168  3.44818034 10.2722059 ],[0.56981168 0.38176832 0.88213982],[2.97902224 1.64185694 5.18440604],1.46
Serbp1,[  2.79429132  28.23125014 362.82959076],[2.37514763 1.91356541 2.95276329],[17.864357   12.88564683 24.91348341],32.68
Serf1,[0.02705325 0.38064663 2.02161566],[0.00135266        nan        nan],[5.31100373        nan        nan],0.13
Serf2,[0.06574938 0.07534283 3.63150425],[4.16333634e-17            nan            nan],[48.19973522         nan         nan],1.69
Serinc1,[0.61085146 6.65241125 7.28606485],[1.11022302e-16            nan            nan],[1.25953948        nan        nan],0.61
Serinc3,[ 0.75888811 27.15197289 32.82009557],[0.75888811 0.42165993 1.12888548],[1.20875546 0.76825782 2.77638868],0.89
Serinc5,[ 0.02882966 16.17182125 18.02327984],[0.00144148        nan        nan],[4.42451224        nan        nan],0.03
Serp1,[ 0.6961764   1.76555291 12.46627458],[0.6961764  0.50053171 0.98595434],[ 7.06083319  4.12742977 11.51277079],3.53
Serpina3m,[0.11950865 1.0443949  5.63437216],[0.11950865 0.06987687 0.19587824],[ 5.39486755  2.93165076 10.07637036],0.58
Serpinb1a,[ 0.21655752 21.7550499  26.93408968],[0.01082788        nan        nan],[2.94658637        nan        nan],0.27
Serpinb6a,[ 2.05609842 34.6788143  36.30679259],[2.15890334 1.24990041 3.09458409],[0.95271946 0.65222901 2.3499371 ],2.03
Serpine2,[0.07998701 0.74615481 6.62310274],[0.07998701 0.05050287 0.12238966],[ 8.87631174  5.26656034 15.16957956],0.64
Serping1,[ 0.08136957 22.5358971  42.85828783],[0.00406848        nan        nan],[1.90177864 0.90803736 4.34921374],0.15
Serpinh1,[ 0.70831061 11.4698258  28.2890724 ],[0.70831061 0.48986844 0.98787444],[2.46639076 1.63205124 4.15578366],1.65
Serpini1,[ 0.27799035 48.9061793  70.50083291],[0.27799035 0.19193644 0.43136081],[1.39830608 0.8677558  2.27326764],0.4
Sertad2,[  0.61534511 106.37146594 112.3036553 ],[0.64611236 0.44150237 0.95822492],[1.02409556 0.65969319 1.53901247],0.65
Sesn1,[0.31601455 0.67151797 6.12889145],[0.31601455 0.20607138 0.46830004],[ 9.12692097  5.43293889 15.82727322],1.96
Sesn2,[0.63503212 3.43071189 9.06778484],[0.63503212 0.41990195 1.01448709],[2.64312047 1.42632949 4.71035658],1.42
Set,[ 0.31916929  0.64192489 28.68495734],[0.31916929 0.25785262 0.39267499],[44.68584673 34.32766977 58.37312512],9.53
Setbp1,[2.21052049e-02 1.12638040e+01 3.82239688e+01],[0.00110526        nan        nan],[ 3.49532786  1.2539558  12.32469921],0.07
Setd2,[ 0.7152809   9.16324128 32.53456724],[0.7152809  0.51535022 0.97342825],[3.55055228 2.44832568 5.68988712],2.36
Setd3,[ 0.18847775  0.9018887  12.35639335],[0.18847775 0.10094585 0.2892095 ],[13.70057451  7.97421365 30.09227489],2.14
Setd5,[ 0.62570956  1.85401869 14.02490112],[0.62570956 0.44516917 0.86946989],[ 7.56459531  4.70989265 12.33740862],3.54
Setd6,[0.59774998 2.41070943 5.98196145],[0.59774998 0.36845618 1.03846198],[2.48141123 1.15247955 4.82363649],1.19
Setd8,[  1.11972167 180.80392056 277.52811072],[1.11972167 0.83815613 1.47448088],[1.58101635 1.15934818 2.13098109],1.71
Setdb1,[ 0.34910944 11.02649124 38.3934784 ],[0.29674302 0.19188338 0.43830923],[4.21313615 2.66955272 7.77532647],1.18
Setx,[0.63703128 0.51701302 7.17853783],[0.63703128 0.4434077  0.90987654],[13.88463642  8.25131871 23.38674404],3.96
Sez6,[2.61809039e-03 2.15842956e+01 1.84923088e+03],[0.00366533 0.00103431 0.01018615],[0.85674831        nan        nan],0.22
Sez6l2,[8.47958371e-03 1.15986014e+01 2.86262299e+01],[0.00042398        nan        nan],[2.5421183       nan       nan],0.02
Sf1,[ 1.44560206  5.72778518 13.26601362],[1.44560206 0.88847278 2.39879596],[2.31608086 1.14560995 5.08338722],2.67
Sf3a1,[  0.9630032  174.09984124 433.32493438],[0.9630032  0.77048156 1.21244021],[2.48894503 1.92655152 3.22455327],2.38
Sf3a3,[ 1.67024042  2.25312043 22.70893821],[1.67024042 1.27168268 2.2571822 ],[10.07888344  6.10841418 15.40461181],9.67
Sf3b1,[   3.27921481  475.6855609  2865.39989797],[3.27921481 2.80038693 3.89717133],[5.84301507 4.99507496 7.08227621],19.62
Sf3b2,[ 0.8023306   0.97020489 40.56416655],[0.8023306  0.65775574 0.9742995 ],[41.80989692 31.74610416 54.99609602],18.36
Sf3b5,[ 2.65197333 12.60427061 54.83771152],[2.65197333 1.92129318 3.78653159],[4.3507247  2.54044021 7.40354686],9.53
Sfmbt2,[  0.14040983  34.16713789 126.75055755],[0.14040983 0.09932484 0.1999861 ],[3.70972125 2.35528213 6.12574568],0.52
Sfpq,[ 0.4759512   0.91106034 17.51273142],[0.4759512  0.37565573 0.59985407],[19.22236181 14.0309496  26.42395016],6.01
Sfrp1,[   1.93761158  407.25780687 1423.34465187],[1.93761158 1.61919274 2.35439787],[3.49494749 2.82490166 4.27386617],6.74
Sfrp4,[0.01856782 1.34750952 4.7419772 ],[3.46944695e-18            nan            nan],[3.51906768        nan        nan],0.06
Sft2d2,[0.3411154  1.99939286 2.94676203],[0.01705577        nan        nan],[5.85109885        nan        nan],0.43
Sfxn1,[0.83477758 1.33971028 8.25976233],[0.83477758 0.57316211 1.24825926],[ 6.16533472  3.31028528 10.80562878],3.17
Sfxn2,[ 0.51545484  2.65217735 11.11669556],[0.51545484 0.36670806 0.74737277],[4.19153551 2.50071222 6.67157727],1.81
Sfxn3,[0.06966146 2.2413806  3.1644136 ],[0.00348307        nan        nan],[1.41181449        nan        nan],0.1
Sgcb,[0.03391261 0.70041674 3.44799812],[0.00169563        nan        nan],[8.17181622        nan        nan],0.16
Sgk3,[ 0.14076379 21.25307712 45.79893524],[0.14076379 0.09137805 0.2188139 ],[2.15493197 1.27011316 3.79956658],0.3
Sgol1,[ 0.86439117  3.12534619 13.74600557],[0.86439117 0.62338016 1.25433906],[4.39823455 2.44502342 7.13088392],2.98
Sgol2,[  1.80445684 352.357561   377.65060279],[1.80445684 1.35331425 2.47466056],[1.07178232 0.76935662 1.46210143],1.92
Sgpl1,[ 1.03394965 30.26398565 64.6515128 ],[0.93055468 0.63155605 1.36137511],[2.71304058 1.5480694  4.54447617],2.14
Sgpp1,[ 0.05230275  4.76987273 15.4190099 ],[0.05230275 0.02148284 0.10699106],[3.23258308 1.29529553 9.42411116],0.17
Sgsm1,[0.07458851 2.74775239 6.61671435],[0.07458851 0.0258258  0.15459791],[2.40804607 1.01089634 7.58804819],0.17
Sgsm2,[0.2543906  1.51849315 1.7223651 ],[5.55111512e-17            nan            nan],[1.13425938        nan        nan],0.25
Sgta,[  2.25543003 524.89164858 575.50636562],[2.25543003 1.70931391 3.06418309],[1.09642889 0.79705575 1.47352599],2.46
Sh2b1,[0.10062775 0.1176334  3.43764349],[0.00503139        nan        nan],[29.22336283         nan         nan],1.58
Sh2d4b,[  0.22911491  94.31978135 114.21549527],[0.22911491 0.14382646 0.37800878],[1.21093893 0.67942672 2.1401097 ],0.28
Sh3bgrl3,[ 0.86157595  0.89279355 11.46672134],[0.86157595 0.64096986 1.16238949],[12.8436427   8.1910618  19.87307722],5.63
Sh3bp5,[0.02132384 1.15699409 5.3298166 ],[1.73472348e-17            nan            nan],[4.6066066       nan       nan],0.1
Sh3d19,[  1.73885656 370.44108376 422.9610978 ],[1.73885656 1.309677   2.38209439],[1.14177697 0.81234003 1.5364607 ],1.98
Sh3gl2,[  0.69512984 382.34082002 652.87703064],[0.69512984 0.4619361  0.96888367],[1.65635131 1.17953014 2.33542797],1.18
Sh3glb2,[  0.70992323 147.06708883 184.09183996],[0.70992323 0.51173529 1.0610741 ],[1.21420153 0.81202252 1.8287158 ],0.88
Sh3pxd2a,[  0.66006828 234.61682573 429.09063251],[0.66006828 0.50027039 0.88564088],[1.82889966 1.31984222 2.52514752],1.2
Sh3rf1,[0.13321028 3.47186456 5.09752296],[0.00666051        nan        nan],[1.46823785        nan        nan],0.19
Sh3tc1,[ 0.31793096  1.66866445 10.8470026 ],[0.31793096 0.23256388 0.43472655],[6.50040972 4.25878205 9.82180224],1.74
Sh3tc2,[0.14355275 0.77747239 3.07016644],[0.14355275 0.03097645 0.29653689],[3.94890736        nan        nan],0.48
Sharpin,[0.27714293 2.81957448 7.76057805],[0.27714293 0.16983405 0.46041158],[2.75239335 1.47217591 5.07628507],0.69
Shc2,[0.01338751 0.27167816 1.47598903],[0.00066938        nan        nan],[21.56844904         nan         nan],0.07
Shcbp1,[  0.93789216 122.89031775 189.44539752],[0.93789216 0.72260606 1.28638983],[1.49533372 1.10237074 2.06904669],1.43
Shfm1,[ 1.76133791  4.90060463 52.66467917],[1.76133791 1.40863985 2.24715875],[10.74656764  7.28682124 14.91354579],13.92
Shisa7,[ 0.02274252  1.49673093 11.97343525],[0.02274252 0.01108836 0.04553823],[ 7.99972458  3.19487464 19.76652766],0.18
Shmt1,[ 1.22372601  6.3038313  44.57126805],[1.22372601 0.96738627 1.58824005],[7.07050458 4.74159906 9.93021474],7.25
Shmt2,[ 1.34694682  2.16093077 38.27006932],[1.34694682 1.07750575 1.68244191],[17.70999324 12.65071236 24.68743024],14.69
Shq1,[ 1.08452689 18.04051079 25.14730153],[1.08452689 0.67237828 1.5954141 ],[1.39393512 0.87376349 2.84898036],1.43
Shroom2,[0.37978765 3.08667946 9.45831836],[0.37978765 0.25656275 0.59223322],[3.06423731 1.69699022 5.1206549 ],1.04
Shroom3,[ 0.74106352  6.77441863 10.47713965],[0.74106352 0.43725187 1.20462754],[1.54657399 0.8390938  3.24891026],1.03
Siah1b,[1.18516645 3.85862078 8.60873186],[1.18516645 0.71618486 2.11434249],[2.23103859 0.95103718 4.86260496],2.02
Sidt2,[0.4084129  2.14996801 4.05455789],[0.4084129  0.14823778 0.84243197],[1.88586894 0.76952178 6.78108029],0.65
Sik1,[0.2820085  1.40328754 6.61798992],[0.2820085  0.18867973 0.4222166 ],[4.71606121 2.77624389 7.82313771],1.11
Sil1,[0.21267073 1.59844537 2.7454513 ],[5.55111512e-17            nan            nan],[1.71757593        nan        nan],0.32
Sin3a,[0.24178468 0.20348955 6.61955878],[0.24178468 0.15408881 0.35873185],[32.53021539 19.51515088 57.29463954],3.59
Sin3b,[ 0.31103339  1.40630412 16.54831569],[0.31103339 0.18345816 0.54551552],[11.7672383   5.41184957 23.00893143],3.0
Sipa1l2,[0.14430284 2.46530334 7.83932303],[0.14430284 0.05341929 0.24693649],[3.17986144 1.69647854 9.82539143],0.43
Sirt1,[0.0562744  0.82068486 4.49031888],[0.0562744  0.01300005 0.13689017],[5.4714289       nan       nan],0.29
Sirt2,[0.10392865 0.14806546 2.42480756],[0.00519643        nan        nan],[16.37659174         nan         nan],1.0
Sirt3,[0.25043555 0.62695915 6.56117945],[0.25043555 0.18022492 0.34357392],[10.46508283  6.97731145 15.79095207],1.87
Sirt4,[0.00399389 0.01123412 1.01203924],[0.00039939        nan        nan],[357.64230904          nan          nan],0.27
Siva1,[  1.25997208  37.42884178 133.57619581],[1.19697348 0.89623144 1.57811657],[3.56880388 2.70960062 4.4783791 ],4.35
Six1,[ 0.14105342 21.20428913 34.61745787],[0.00705267        nan        nan],[6.48129758        nan        nan],0.23
Ska1,[0.27580824 0.38595903 4.04519507],[0.27580824 0.12698275 0.47666375],[10.48089245  5.06053694 27.49803677],1.69
Skap2,[ 1.04649164  2.05860202 16.55601513],[1.04649164 0.80434169 1.3870543 ],[ 8.04235835  5.20072109 11.86706773],5.58
Ski,[ 0.44923851  1.45705789 15.16486367],[0.44923851 0.33053204 0.60758343],[10.40786624  6.92869545 15.67598714],3.57
Skil,[411.93730256   0.5691268    1.01188992],[1.70530257e-13            nan            nan],[0.07111877        nan        nan],1.01
Skiv2l2,[1.7846979  3.07357683 8.63139502],[1.7846979  1.05140786 3.58151527],[2.80825745 0.89517441 6.76311109],3.17
Skp1a,[ 1.95825418  4.19065979 43.02886418],[1.95825418 1.54108418 2.55745134],[10.26780181  6.58150635 14.78129251],13.7
Skp2,[0.27772379 0.39732376 4.3883253 ],[0.27772379 0.16481336 0.43557861],[11.04470901  6.12405771 21.28566426],1.81
Slain2,[ 0.56788386 34.07207127 39.6757112 ],[0.59627805 0.40707075 0.88853311],[1.16446432 0.70681103 1.80413718],0.65
Slbp,[  1.75964395 114.59844754 324.28912667],[1.67166176 1.22986947 2.17761938],[2.82978639 2.26427982 3.54244534],4.9
Slc11a1,[0.04325671 1.60814958 5.15682649],[0.00216284        nan        nan],[3.20668336        nan        nan],0.14
Slc11a2,[ 0.59686205  7.00556611 16.90715328],[0.59686205 0.40366175 0.87365296],[2.41338858 1.5095527  4.15817307],1.33
Slc12a2,[0.97268352 2.42737035 2.99241003],[0.04863418        nan        nan],[4.89413074        nan        nan],0.86
Slc12a4,[ 0.38592639 64.50236601 98.86892656],[0.40522271 0.27088967 0.569382  ],[1.53279535 1.00073465 2.37397167],0.59
Slc12a6,[0.00526747 0.05386877 3.0685414 ],[0.00026337        nan        nan],[62.08996637         nan         nan],0.27
Slc12a9,[ 0.0675903  23.27008961 30.29100291],[2.77555756e-17            nan            nan],[1.30171406 0.50213106 3.58680494],0.09
Slc15a2,[5.74439890e-03 7.28931563e+00 4.04587797e+01],[0.00028722        nan        nan],[5.71693492        nan        nan],0.03
Slc15a4,[0.17421011 0.73387362 2.09609126],[5.55111512e-17            nan            nan],[11.33912165         nan         nan],0.4
Slc16a1,[ 1.2781484   9.87640366 11.85885273],[1.2781484  0.68438082 2.14517372],[1.2007258  0.63931083 3.14728691],1.36
Slc16a11,[ 0.07367212 22.94296802 33.51016459],[1.38777878e-17            nan            nan],[1.46058542 0.62793203 3.63599254],0.11
Slc16a3,[0.44170753 0.87876317 7.43267411],[0.44170753 0.32648075 0.60259077],[ 8.45810839  5.50583776 12.69030647],2.49
Slc16a6,[0.20402709 1.51067634 5.43677032],[0.20402709 0.12174176 0.33857398],[3.59889818 1.88541329 6.69536329],0.65
Slc16a9,[0.00921484 0.10714006 3.76809348],[1.04083409e-17            nan            nan],[35.16979074         nan         nan],0.3
Slc17a9,[0.39941769 0.90384158 5.03521179],[0.39941769 0.23875221 0.63333537],[ 5.57090081  2.95235189 11.02682089],1.54
Slc19a1,[ 0.3088209  48.34806808 50.5253164 ],[0.339703   0.2000024  0.53198649],[1.04503279 0.59743506 1.7913853 ],0.32
Slc19a3,[ 0.03319116  7.75010641 20.24443881],[0.03319116 0.01565932 0.06916163],[2.61214979 0.99086202 7.5439676 ],0.09
Slc1a4,[0.25100449 1.06785911 1.78242661],[0.01255022        nan        nan],[6.62656114        nan        nan],0.34
Slc1a5,[1.47191955 1.33740365 8.2731347 ],[1.47191955 0.94994584 2.39819392],[ 6.18596688  2.7746685  12.63561538],4.33
Slc20a1,[9.06810255e-01 3.54855860e+02 1.02573517e+03],[0.90681025 0.76991913 1.1421142 ],[2.8905685  2.23464611 3.70476624],2.61
Slc20a2,[0.25179205 0.2583708  3.21877395],[0.25179205 0.06146069 0.4959466 ],[12.45796356         nan         nan],1.59
Slc22a17,[  0.44873576 132.38831794 299.49028249],[0.44873576 0.34091791 0.59543807],[2.2622108  1.62730438 3.16599354],1.01
Slc22a23,[ 0.06502193 36.01792538 48.34993064],[0.06502193 0.02922799 0.14657203],[1.34238522 0.52035086 3.65898044],0.09
Slc23a2,[0.30931716 0.46832775 2.54548332],[0.30931716 0.07225376 0.63455343],[5.43526048        nan        nan],1.01
Slc25a1,[ 1.43299593  4.88655827 23.87226005],[1.43299593 1.06646995 2.03405956],[4.88529119 2.75281115 7.70661805],5.41
Slc25a11,[ 0.2248524   0.22751278 10.64920272],[0.2248524  0.15868882 0.30718731],[46.80705301 31.33771946 72.71852481],5.29
Slc25a12,[0.7185606  0.90322879 8.3229972 ],[0.7185606  0.48354387 1.05831599],[ 9.21471645  5.09285292 16.67447563],3.69
Slc25a13,[ 3.19279574  7.45923739 37.04273652],[3.19279574 2.24474768 4.99529854],[4.96602194 2.23948261 9.00668724],11.1
Slc25a15,[0.7297251  2.53561949 6.05331096],[0.7297251  0.45149585 1.28289378],[2.38731047 1.04614945 4.71377253],1.35
Slc25a17,[0.53732644 0.90228718 3.57299216],[0.53732644 0.23151576 1.07979401],[ 3.95992789  1.42662496 12.41567399],1.33
Slc25a20,[ 0.68198561  1.49443633 10.23795968],[0.68198561 0.5047449  0.93250729],[ 6.85071654  4.35894355 10.48142031],3.21
Slc25a23,[0.07731963 0.91926803 2.46453903],[1.38777878e-17            nan            nan],[2.68097982        nan        nan],0.19
Slc25a24,[0.00370533 0.10988287 1.05700763],[5.20417043e-18            nan            nan],[34.14888009         nan         nan],0.03
Slc25a26,[ 0.51683592 50.39870296 92.56538967],[0.51683592 0.3782376  0.70744376],[1.83666214 1.29531811 2.67967602],0.94
Slc25a3,[  4.39744027 277.6900509  615.98432018],[4.39744027 2.8410287  5.48830801],[2.21824411 1.77254876 2.74868064],9.6
Slc25a32,[ 0.27188389  8.41472434 13.07515371],[0.27188389 0.13268097 0.45409432],[1.55384219 0.85717899 3.72681866],0.41
Slc25a33,[0.27430808 0.36837668 3.72391736],[0.17830025 0.0440435  0.34801513],[17.99400799         nan         nan],1.59
Slc25a35,[0.06625797 0.70722302 4.1702905 ],[0.06625797 0.02943813 0.12223465],[ 5.89671205  2.86573777 14.20594693],0.36
Slc25a46,[  0.46910119 111.67695853 173.93899674],[0.46910119 0.33834662 0.66388162],[1.55751911 1.0532913  2.30452249],0.73
Slc26a2,[0.10358857 3.12248756 8.23166449],[0.10358857 0.05103061 0.18940382],[2.63625213 1.29880908 5.93271563],0.26
Slc27a3,[ 0.33087892  4.38513123 10.63023902],[0.33087892 0.20980451 0.52091748],[2.42415528 1.41561671 4.34830676],0.75
Slc29a2,[  0.33837913 150.75481364 155.34723202],[0.33837913 0.23045164 0.54799191],[1.03046283 0.60492462 1.73275486],0.35
Slc29a3,[ 0.34222065 29.49602429 49.23619045],[0.35933168 0.24501318 0.49455966],[1.66924837 1.06578385 2.51690671],0.56
Slc2a1,[ 1.0332376   2.60247216 15.00716755],[1.0332376  0.77904999 1.42128313],[5.76650454 3.48672186 8.75312093],4.26
Slc2a3,[   3.02486301  244.21878417 2103.63467509],[3.02486301 2.58236662 3.58280618],[ 8.61373003  7.25201803 10.20562412],25.74
Slc2a6,[ 0.02850308 16.28414649 18.16369656],[3.46944695e-18            nan            nan],[1.14888474        nan        nan],0.03
Slc2a9,[ 0.03434595 15.68763671 24.24485558],[1.38777878e-17            nan            nan],[3.72459556        nan        nan],0.05
Slc30a10,[0.03822323 0.69788781 3.8754613 ],[0.03822323 0.00756702 0.08523211],[5.55312935        nan        nan],0.2
Slc30a3,[0.00312171 0.07983719 2.73259264],[3.90312782e-18            nan            nan],[34.2270649        nan        nan],0.1
Slc30a6,[ 0.44806703  9.91980447 14.10377076],[0.44806703 0.25045293 0.71572811],[1.42177911 0.81481745 3.02508025],0.61
Slc30a9,[ 0.71245477 17.8996981  18.56867895],[0.71245477 0.35975073 1.14481105],[1.03737386 0.61781701 2.67767277],0.71
Slc31a1,[  1.28049528 200.94209811 324.29963947],[1.28049528 0.99331597 1.6701158 ],[1.61389596 1.21261108 2.14137741],2.05
Slc31a2,[ 0.29657973 21.03973955 26.01310914],[0.01482899        nan        nan],[4.90842784        nan        nan],0.36
Slc33a1,[0.08081499 2.45614011 3.00833024],[2.77555756e-17            nan            nan],[2.87832768        nan        nan],0.1
Slc35a1,[0.30671253 0.59310797 6.57302763],[0.30671253 0.16665041 0.48235956],[11.0823459   6.09480858 24.48087974],2.24
Slc35a2,[0.25724134 1.7458539  2.8612615 ],[0.01286207        nan        nan],[1.63888943        nan        nan],0.37
Slc35a3,[0.15582642 3.88142446 7.28731396],[0.15582642 0.06989474 0.29066725],[1.87748442 0.91748442 4.7115717 ],0.28
Slc35b1,[ 0.7718031   3.32390344 10.60519466],[0.7718031  0.50270732 1.21965558],[3.19058446 1.65533887 5.99374172],2.0
Slc35b4,[ 0.40761177 34.06872274 66.44611828],[0.42799236 0.30285207 0.56867405],[1.95035543 1.35763424 2.81690563],0.79
Slc35c1,[0.07281173 2.40157925 7.62429576],[0.07281173 0.03560042 0.13720756],[3.17470089 1.47886612 7.19487022],0.22
Slc35c2,[  0.37294025  69.13735405 103.9829951 ],[0.37294025 0.26414728 0.54739049],[1.504006   0.97365471 2.31373884],0.56
Slc35d1,[ 0.12670513 33.79229875 34.57328983],[0.12670513 0.06869384 0.26542499],[1.02311151 0.44937407 2.30619526],0.13
Slc35d2,[ 0.17529818 19.34952071 20.20068808],[0.00876491        nan        nan],[4.1446366       nan       nan],0.18
Slc35e1,[0.18071659 2.53355523 8.4121665 ],[0.18071659 0.10265904 0.32468504],[3.3203012  1.6038992  6.61308307],0.56
Slc37a1,[  0.48766699  85.33313221 128.75430533],[0.53643369 0.35121937 0.70675482],[1.50884307 1.00965653 2.21433491],0.73
Slc37a2,[ 0.08448079 22.732988   34.31576101],[0.00422404        nan        nan],[1.50951388 0.69497187 3.51467522],0.13
Slc37a3,[0.34445173 1.38570252 5.99567793],[0.34445173 0.21362947 0.54106111],[4.32681462 2.35703987 8.01952211],1.19
Slc38a1,[ 1.39026274  5.00431025 17.14011212],[1.39026274 0.94223235 2.1323887 ],[3.42506985 1.78064337 6.42399254],3.73
Slc38a10,[0.53996656 0.68833919 4.79915376],[0.53996656 0.19603341 1.13007387],[6.97207688        nan        nan],2.11
Slc38a2,[ 0.80446927  3.04555053 18.95795475],[0.80446927 0.61881333 1.06829058],[6.22480387 4.05625922 9.07067628],3.96
Slc38a5,[0.08121678 1.48050759 3.77185293],[0.00406084        nan        nan],[2.54767551        nan        nan],0.2
Slc38a6,[0.07076318 2.52629521 6.14762841],[0.07076318 0.02644946 0.15567038],[2.43345607 0.9455093  7.16601028],0.17
Slc38a7,[0.49815957 0.46124931 1.90335511],[1.66533454e-16            nan            nan],[0.28885649        nan        nan],0.99
Slc39a1,[ 0.12851787  7.65683435 13.46993933],[0.12851787 0.04981949 0.24638676],[1.75920475 0.81828887 5.13924496],0.22
Slc39a11,[  0.49876687 105.48504109 167.22296551],[0.49876687 0.36863982 0.72841728],[1.58527658 1.08823317 2.27365981],0.79
Slc39a14,[0.03873066 1.37816042 3.70928967],[0.00193653        nan        nan],[2.69147888        nan        nan],0.1
Slc39a4,[0.25381692 1.50927125 9.23547115],[0.25381692 0.15746387 0.39017788],[ 6.11915928  3.46630492 11.27992032],1.33
Slc3a2,[ 1.1129972   2.77294977 15.34279285],[1.1129972  0.828055   1.55083069],[5.53302229 3.26482872 8.642445  ],4.39
Slc41a3,[0.12345428 2.03518616 3.1943008 ],[0.00617271        nan        nan],[6.23106347        nan        nan],0.18
Slc43a1,[ 0.04178818 12.23107188 19.02194629],[6.9388939e-18           nan           nan],[1.55521499 0.47770534 5.70291836],0.06
Slc44a1,[0.20711628 8.73662895 9.66155153],[0.20711628 0.04497761 0.42604031],[1.10586722        nan        nan],0.22
Slc44a2,[0.4518945  1.23866572 4.0678185 ],[0.4518945  0.22013859 0.82358682],[3.28403252 1.41175932 8.50322938],1.09
Slc44a4,[ 0.29714822  7.66993438 12.0542055 ],[0.29714822 0.15115703 0.50074628],[1.57161781 0.88874943 3.61977679],0.45
Slc45a4,[0.27746033 2.30945699 7.31972614],[0.27746033 0.17049439 0.45280428],[3.16945765 1.66296272 5.84173225],0.79
Slc46a1,[  0.26908198  44.0240774  121.96268558],[0.26908198 0.20197219 0.3751113 ],[2.68725234 1.86713936 4.07448749],0.74
Slc4a11,[0.1398616  0.64205978 1.76290867],[0.00699308        nan        nan],[2.74570798        nan        nan],0.32
Slc4a1ap,[0.31612632 1.70997077 6.26995429],[0.31612632 0.19184619 0.51111772],[3.66670262 1.91531866 6.93908319],0.98
Slc4a7,[ 0.4591529   2.07608064 10.26479379],[0.4591529  0.32612256 0.66035593],[4.94431363 2.9599973  7.88651036],1.86
Slc50a1,[ 0.20169861 20.66368142 32.1772258 ],[0.01008493        nan        nan],[1.55718747 0.91750474 2.71366122],0.31
Slc6a12,[8.50055752e-03 1.12702639e+01 2.76835440e+01],[0.00042503        nan        nan],[2.53002507        nan        nan],0.02
Slc6a6,[ 2.1422101  13.35182106 37.33616182],[2.1422101  1.47062833 3.06802593],[2.7963348  1.66263797 5.21731145],5.16
Slc6a8,[  2.43915055 275.26891526 650.55609236],[2.43915055 1.97964563 3.01173372],[2.36334746 1.89400538 2.96852549],5.71
Slc6a9,[ 0.06415061 19.62553406 26.73716709],[0.06415061 0.02994057 0.14607806],[1.36236634 0.52576096 3.6998708 ],0.09
Slc7a1,[ 0.75673204  2.22507576 16.45502076],[0.75673204 0.57428543 1.00735969],[ 7.39526315  4.83248495 11.02018394],4.18
Slc7a3,[ 1.46491223 10.17229924 23.24929534],[1.46491223 0.99604191 2.13478405],[2.28554969 1.34867123 4.21786515],2.93
Slc7a5,[1.04719112 1.82452264 9.05521332],[1.04719112 0.73849785 1.54894488],[4.96305889 2.69445981 8.38184101],3.3
Slc7a6,[0.36707693 2.32609266 2.90204884],[1.11022302e-16            nan            nan],[1.24760672        nan        nan],0.4
Slc7a6os,[0.14909122 0.42100383 6.27280209],[0.14909122 0.08918245 0.23105069],[14.89963206  8.65730789 27.40641072],1.64
Slc7a8,[ 0.13796736 23.31865463 25.25446982],[0.00689837        nan        nan],[4.29957246        nan        nan],0.15
Slc9a3r2,[0.36632924 0.9044625  5.06467793],[0.36632924 0.21889947 0.58079036],[ 5.59965497  2.99531135 10.97793851],1.46
Slc9a5,[0.04733077 2.69259483 2.75255707],[2.08166817e-17            nan            nan],[2.21832441        nan        nan],0.05
Slc9a6,[5.93808417e-02 7.07431768e+01 1.66157987e+02],[0.05938084 0.03430579 0.10182432],[2.3487493  1.09063185 5.76520673],0.14
Slco2b1,[2.96177112e-02 7.84378168e+00 4.09675446e+01],[6.9388939e-18           nan           nan],[20.73504321         nan         nan],0.15
Slco5a1,[0.03896154 1.38478708 4.75934218],[0.03896154 0.01235989 0.09148382],[ 3.43687651  1.22236964 11.53494888],0.13
Slfn5,[0.06901962 4.78135445 7.66187411],[2.77555756e-17            nan            nan],[6.36172041        nan        nan],0.11
Slit2,[0.04982202 0.55060032 1.07340008],[6.9388939e-18           nan           nan],[2.1249644       nan       nan],0.09
Slit3,[5.62382484e-03 7.68917117e+00 4.17412495e+01],[0.00534263 0.00129401 0.01953846],[5.5914332       nan       nan],0.03
Slk,[0.33550499 1.06245965 6.9920558 ],[0.33550499 0.20862488 0.49946888],[ 6.58100835  3.83386513 12.32224298],1.68
Slmap,[  0.85650406 124.2415041  156.88864323],[0.85650406 0.62582522 1.17457156],[1.30065475 0.90489142 1.81261804],1.07
